time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Height(m)	Pressure(kPa)	Version()	Battery level(%)
2026-06-17T17:50:15.021	WT901BLE68(F1918F1119D5)	-0.534	-0.816	0.220	0.732	11.108	2.747	-74.47	32.33	-33.55	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:15.141	WT901BLE68(F1918F1119D5)	-0.540	-0.814	0.209	0.793	9.277	2.869	-75.00	32.86	-34.33	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:15.231	WT901BLE68(F1918F1119D5)	-0.549	-0.810	0.199	0.854	11.658	3.357	-75.60	33.47	-35.28	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:15.362	WT901BLE68(F1918F1119D5)	-0.558	-0.808	0.188	0.732	13.428	3.296	-76.29	34.04	-36.33	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:15.411	WT901BLE68(F1918F1119D5)	-0.566	-0.804	0.177	0.671	11.292	3.296	-76.95	34.62	-37.34	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:15.531	WT901BLE68(F1918F1119D5)	-0.574	-0.801	0.167	0.549	13.000	3.174	-77.73	35.19	-38.54	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:15.620	WT901BLE68(F1918F1119D5)	-0.582	-0.796	0.155	0.488	14.465	3.662	-78.56	35.76	-39.80	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:15.741	WT901BLE68(F1918F1119D5)	-0.589	-0.794	0.142	0.366	12.512	3.235	-79.35	36.27	-40.98	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:15.831	WT901BLE68(F1918F1119D5)	-0.594	-0.792	0.128	0.366	12.390	3.662	-80.11	36.77	-42.11	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:15.961	WT901BLE68(F1918F1119D5)	-0.604	-0.789	0.116	0.305	11.047	3.113	-80.99	37.28	-43.40	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:16.011	WT901BLE68(F1918F1119D5)	-0.611	-0.783	0.100	0.244	15.442	4.028	-81.82	37.74	-44.62	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:16.131	WT901BLE68(F1918F1119D5)	-0.615	-0.781	0.087	0.122	10.010	2.869	-82.77	38.23	-46.00	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:16.221	WT901BLE68(F1918F1119D5)	-0.618	-0.777	0.076	0.061	12.146	3.601	-83.56	38.65	-47.11	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:16.341	WT901BLE68(F1918F1119D5)	-0.626	-0.774	0.062	0.000	11.353	3.296	-84.57	39.10	-48.55	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:16.430	WT901BLE68(F1918F1119D5)	-0.631	-0.770	0.052	0.000	12.695	3.296	-85.61	39.50	-50.03	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:16.562	WT901BLE68(F1918F1119D5)	-0.634	-0.767	0.035	-0.061	11.230	3.113	-86.66	39.92	-51.53	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:16.641	WT901BLE68(F1918F1119D5)	-0.642	-0.763	0.019	-0.183	11.780	3.174	-87.67	40.26	-52.93	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:16.761	WT901BLE68(F1918F1119D5)	-0.646	-0.758	0.003	-0.305	14.893	3.906	-88.83	40.63	-54.56	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:16.821	WT901BLE68(F1918F1119D5)	-0.648	-0.756	-0.012	-0.244	10.559	3.052	-89.95	40.94	-56.12	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:16.940	WT901BLE68(F1918F1119D5)	-0.652	-0.747	-0.017	-0.488	14.038	3.418	-91.05	41.25	-57.62	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:17.031	WT901BLE68(F1918F1119D5)	-0.655	-0.749	-0.041	-0.427	10.376	3.235	-92.15	41.51	-59.10	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:17.163	WT901BLE68(F1918F1119D5)	-0.661	-0.746	-0.055	-0.488	12.695	3.479	-93.22	41.75	-60.53	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:17.241	WT901BLE68(F1918F1119D5)	-0.662	-0.743	-0.069	-0.427	10.010	2.686	-94.27	41.97	-61.93	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:17.364	WT901BLE68(F1918F1119D5)	-0.662	-0.738	-0.082	-0.671	10.681	3.906	-95.34	42.17	-63.34	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:17.421	WT901BLE68(F1918F1119D5)	-0.665	-0.734	-0.098	-0.793	16.907	3.357	-96.81	42.34	-65.30	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:17.541	WT901BLE68(F1918F1119D5)	-0.666	-0.731	-0.117	-0.732	10.437	3.174	-97.99	42.45	-66.87	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:17.631	WT901BLE68(F1918F1119D5)	-0.667	-0.725	-0.132	-0.793	11.841	2.991	-99.19	42.58	-68.46	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:17.756	WT901BLE68(F1918F1119D5)	-0.667	-0.721	-0.150	-0.793	11.414	2.869	-100.50	42.64	-70.19	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:17.840	WT901BLE68(F1918F1119D5)	-0.667	-0.719	-0.167	-0.977	11.475	3.174	-101.77	42.70	-71.86	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:17.961	WT901BLE68(F1918F1119D5)	-0.668	-0.714	-0.181	-1.038	12.085	3.235	-102.97	42.73	-73.41	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:18.058	WT901BLE68(F1918F1119D5)	-0.668	-0.711	-0.196	-1.282	14.160	3.601	-104.29	42.73	-75.12	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:18.171	WT901BLE68(F1918F1119D5)	-0.665	-0.708	-0.212	-1.099	13.123	2.930	-105.61	42.67	-76.84	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:18.231	WT901BLE68(F1918F1119D5)	-0.666	-0.704	-0.228	-1.343	10.803	3.418	-106.85	42.63	-78.43	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:18.356	WT901BLE68(F1918F1119D5)	-0.663	-0.699	-0.244	-1.221	11.536	3.052	-108.07	42.54	-79.99	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:18.441	WT901BLE68(F1918F1119D5)	-0.661	-0.696	-0.260	-1.587	13.245	3.540	-109.62	42.33	-82.03	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:18.561	WT901BLE68(F1918F1119D5)	-0.656	-0.691	-0.276	-1.221	9.155	2.625	-110.90	42.15	-83.69	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:18.657	WT901BLE68(F1918F1119D5)	-0.653	-0.687	-0.293	-1.526	10.681	3.113	-112.06	41.98	-85.16	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:18.770	WT901BLE68(F1918F1119D5)	-0.650	-0.683	-0.310	-1.648	10.620	3.113	-113.44	41.74	-86.95	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:18.831	WT901BLE68(F1918F1119D5)	-0.644	-0.678	-0.325	-1.709	13.184	3.174	-114.74	41.43	-88.64	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:18.956	WT901BLE68(F1918F1119D5)	-0.644	-0.674	-0.343	-1.770	10.864	3.113	-116.03	41.16	-90.29	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:19.042	WT901BLE68(F1918F1119D5)	-0.636	-0.669	-0.359	-1.648	11.597	2.686	-117.17	40.88	-91.72	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:19.161	WT901BLE68(F1918F1119D5)	-0.633	-0.666	-0.376	-1.709	11.230	2.747	-118.37	40.57	-93.24	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:19.258	WT901BLE68(F1918F1119D5)	-0.628	-0.662	-0.390	-1.892	10.925	2.869	-119.50	40.22	-94.69	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:19.370	WT901BLE68(F1918F1119D5)	-0.623	-0.655	-0.406	-2.197	16.907	3.174	-120.67	39.84	-96.17	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:19.463	WT901BLE68(F1918F1119D5)	-0.615	-0.652	-0.421	-2.075	16.479	2.808	-121.98	39.32	-97.89	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:19.580	WT901BLE68(F1918F1119D5)	-0.610	-0.648	-0.439	-2.258	14.648	2.991	-123.20	38.82	-99.48	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:19.641	WT901BLE68(F1918F1119D5)	-0.600	-0.644	-0.454	-1.831	10.437	2.258	-124.35	38.31	-100.98	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:19.761	WT901BLE68(F1918F1119D5)	-0.590	-0.638	-0.469	-2.319	13.550	2.808	-125.47	37.79	-102.43	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:19.858	WT901BLE68(F1918F1119D5)	-0.583	-0.634	-0.486	-2.014	11.841	2.319	-126.63	37.23	-103.93	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:19.970	WT901BLE68(F1918F1119D5)	-0.575	-0.630	-0.501	-2.808	12.390	3.174	-127.66	36.69	-105.25	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:20.064	WT901BLE68(F1918F1119D5)	-0.569	-0.625	-0.517	-2.197	11.353	2.380	-128.68	36.16	-106.54	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:20.180	WT901BLE68(F1918F1119D5)	-0.561	-0.622	-0.528	-2.319	10.925	2.380	-129.66	35.56	-107.83	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:20.241	WT901BLE68(F1918F1119D5)	-0.551	-0.616	-0.546	-2.563	13.855	2.563	-130.71	34.90	-109.19	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:20.391	WT901BLE68(F1918F1119D5)	-0.541	-0.611	-0.559	-2.014	10.071	1.953	-131.67	34.25	-110.45	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:20.459	WT901BLE68(F1918F1119D5)	-0.529	-0.606	-0.572	-2.808	14.587	2.563	-132.69	33.54	-111.79	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:20.571	WT901BLE68(F1918F1119D5)	-0.519	-0.603	-0.587	-2.747	12.756	2.441	-133.62	32.82	-113.03	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:20.661	WT901BLE68(F1918F1119D5)	-0.505	-0.597	-0.604	-2.991	13.916	2.441	-134.59	32.07	-114.30	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:20.780	WT901BLE68(F1918F1119D5)	-0.494	-0.592	-0.619	-2.625	13.123	2.136	-135.45	31.37	-115.42	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:20.871	WT901BLE68(F1918F1119D5)	-0.482	-0.586	-0.631	-2.991	13.306	2.319	-136.32	30.60	-116.59	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:20.992	WT901BLE68(F1918F1119D5)	-0.472	-0.583	-0.645	-2.686	11.597	2.014	-137.16	29.81	-117.71	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:21.060	WT901BLE68(F1918F1119D5)	-0.460	-0.578	-0.655	-3.113	11.475	2.197	-137.93	29.08	-118.72	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:21.171	WT901BLE68(F1918F1119D5)	-0.449	-0.574	-0.669	-2.625	12.146	1.770	-138.74	28.28	-119.79	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:21.261	WT901BLE68(F1918F1119D5)	-0.436	-0.568	-0.684	-3.113	11.597	2.014	-139.49	27.47	-120.81	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:21.380	WT901BLE68(F1918F1119D5)	-0.421	-0.563	-0.694	-3.906	17.883	2.441	-140.36	26.49	-121.99	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:21.471	WT901BLE68(F1918F1119D5)	-0.408	-0.559	-0.706	-3.296	14.221	2.014	-141.06	25.65	-122.96	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:21.591	WT901BLE68(F1918F1119D5)	-0.391	-0.552	-0.719	-3.296	14.587	1.892	-141.88	24.64	-124.10	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:21.661	WT901BLE68(F1918F1119D5)	-0.376	-0.548	-0.731	-2.808	12.817	1.587	-142.56	23.72	-125.06	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:21.770	WT901BLE68(F1918F1119D5)	-0.362	-0.544	-0.740	-2.991	11.047	1.465	-143.23	22.84	-125.96	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:21.861	WT901BLE68(F1918F1119D5)	-0.348	-0.541	-0.750	-2.747	12.512	1.343	-143.85	21.94	-126.83	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:21.980	WT901BLE68(F1918F1119D5)	-0.332	-0.535	-0.764	-3.601	12.573	1.709	-144.50	20.97	-127.74	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:22.072	WT901BLE68(F1918F1119D5)	-0.318	-0.528	-0.771	-2.991	10.010	1.343	-145.10	20.09	-128.55	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:22.191	WT901BLE68(F1918F1119D5)	-0.303	-0.538	-0.789	-3.113	12.268	1.221	-145.67	19.24	-129.29	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:22.280	WT901BLE68(F1918F1119D5)	-0.283	-0.519	-0.792	-2.502	11.230	0.977	-146.28	18.21	-130.16	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:22.400	WT901BLE68(F1918F1119D5)	-0.266	-0.513	-0.802	-3.906	16.724	1.465	-146.88	17.06	-131.08	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:22.492	WT901BLE68(F1918F1119D5)	-0.247	-0.507	-0.811	-3.235	14.587	1.160	-147.45	16.05	-131.89	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:22.580	WT901BLE68(F1918F1119D5)	-0.229	-0.502	-0.819	-3.479	13.977	1.038	-147.96	15.01	-132.65	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:22.670	WT901BLE68(F1918F1119D5)	-0.212	-0.496	-0.825	-3.113	12.085	0.854	-148.50	13.94	-133.43	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:22.791	WT901BLE68(F1918F1119D5)	-0.195	-0.492	-0.832	-3.357	10.193	0.916	-148.96	12.99	-134.09	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:22.880	WT901BLE68(F1918F1119D5)	-0.178	-0.487	-0.841	-3.662	13.062	0.854	-149.46	11.97	-134.79	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:23.000	WT901BLE68(F1918F1119D5)	-0.162	-0.481	-0.846	-2.991	12.390	0.671	-149.92	10.93	-135.47	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:23.062	WT901BLE68(F1918F1119D5)	-0.144	-0.477	-0.854	-3.601	11.963	0.732	-150.40	9.85	-136.15	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:23.180	WT901BLE68(F1918F1119D5)	-0.126	-0.470	-0.858	-3.418	10.254	0.610	-150.84	8.88	-136.76	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:23.270	WT901BLE68(F1918F1119D5)	-0.106	-0.463	-0.862	-4.150	15.747	0.671	-151.30	7.72	-137.45	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:23.391	WT901BLE68(F1918F1119D5)	-0.084	-0.458	-0.869	-3.723	15.930	0.549	-151.74	6.49	-138.16	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:23.481	WT901BLE68(F1918F1119D5)	-0.065	-0.454	-0.873	-4.150	15.320	0.488	-152.17	5.27	-138.85	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:23.601	WT901BLE68(F1918F1119D5)	-0.044	-0.447	-0.878	-2.747	11.719	0.305	-152.55	4.24	-139.40	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:23.691	WT901BLE68(F1918F1119D5)	-0.023	-0.442	-0.883	-3.784	13.123	0.244	-152.92	3.09	-140.00	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:23.810	WT901BLE68(F1918F1119D5)	-0.002	-0.435	-0.884	-3.357	10.925	0.183	-153.30	1.94	-140.58	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:23.870	WT901BLE68(F1918F1119D5)	0.014	-0.431	-0.887	-3.601	12.207	0.122	-153.64	0.94	-141.08	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:23.990	WT901BLE68(F1918F1119D5)	0.034	-0.426	-0.890	-3.662	11.719	0.000	-154.02	-0.21	-141.63	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:24.081	WT901BLE68(F1918F1119D5)	0.051	-0.419	-0.890	-3.418	12.146	0.000	-154.35	-1.32	-142.14	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:24.201	WT901BLE68(F1918F1119D5)	0.071	-0.414	-0.892	-3.357	11.536	0.000	-154.70	-2.43	-142.65	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:24.290	WT901BLE68(F1918F1119D5)	0.092	-0.409	-0.892	-3.540	14.832	0.000	-155.02	-3.67	-143.21	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:24.410	WT901BLE68(F1918F1119D5)	0.114	-0.402	-0.893	-3.906	13.794	0.000	-155.32	-4.89	-143.76	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:24.470	WT901BLE68(F1918F1119D5)	0.134	-0.396	-0.891	-3.235	11.414	0.000	-155.62	-6.05	-144.27	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:24.591	WT901BLE68(F1918F1119D5)	0.153	-0.392	-0.891	-3.540	12.573	-0.366	-155.92	-7.17	-144.72	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:24.680	WT901BLE68(F1918F1119D5)	0.172	-0.386	-0.893	-3.052	10.925	-0.305	-156.20	-8.33	-145.18	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:24.800	WT901BLE68(F1918F1119D5)	0.190	-0.379	-0.891	-3.540	12.451	-0.549	-156.47	-9.47	-145.61	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:24.891	WT901BLE68(F1918F1119D5)	0.210	-0.375	-0.889	-3.174	10.986	-0.488	-156.75	-10.55	-146.00	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:25.010	WT901BLE68(F1918F1119D5)	0.228	-0.369	-0.887	-3.540	12.817	-0.610	-157.01	-11.63	-146.39	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:25.100	WT901BLE68(F1918F1119D5)	0.248	-0.364	-0.884	-3.723	13.306	-0.732	-157.27	-12.90	-146.84	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:25.220	WT901BLE68(F1918F1119D5)	0.272	-0.356	-0.878	-3.479	9.460	-0.854	-157.50	-14.20	-147.31	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:25.280	WT901BLE68(F1918F1119D5)	0.292	-0.351	-0.875	-3.174	8.911	-0.793	-157.75	-15.39	-147.71	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:25.401	WT901BLE68(F1918F1119D5)	0.313	-0.344	-0.871	-2.808	9.521	-0.732	-157.96	-16.59	-148.11	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:25.491	WT901BLE68(F1918F1119D5)	0.333	-0.338	-0.864	-3.113	11.963	-0.916	-158.19	-17.92	-148.55	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:25.611	WT901BLE68(F1918F1119D5)	0.353	-0.332	-0.861	-2.930	11.292	-0.977	-158.40	-19.04	-148.89	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:25.700	WT901BLE68(F1918F1119D5)	0.370	-0.328	-0.854	-3.601	13.000	-1.221	-158.61	-20.18	-149.23	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:25.820	WT901BLE68(F1918F1119D5)	0.391	-0.321	-0.849	-2.991	10.986	-1.099	-158.82	-21.46	-149.61	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:25.880	WT901BLE68(F1918F1119D5)	0.411	-0.317	-0.843	-3.418	11.414	-1.282	-159.02	-22.65	-149.95	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:26.000	WT901BLE68(F1918F1119D5)	0.427	-0.310	-0.836	-2.686	10.437	-1.099	-159.23	-23.81	-150.27	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:26.092	WT901BLE68(F1918F1119D5)	0.445	-0.303	-0.829	-3.296	12.756	-1.404	-159.41	-25.02	-150.60	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:26.211	WT901BLE68(F1918F1119D5)	0.467	-0.297	-0.816	-2.075	8.301	-0.977	-159.58	-26.44	-151.00	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:26.301	WT901BLE68(F1918F1119D5)	0.485	-0.291	-0.809	-2.869	10.376	-1.404	-159.75	-27.59	-151.29	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:26.420	WT901BLE68(F1918F1119D5)	0.504	-0.286	-0.801	-3.113	13.977	-1.526	-159.91	-28.93	-151.64	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:26.480	WT901BLE68(F1918F1119D5)	0.522	-0.280	-0.791	-2.747	12.146	-1.465	-160.04	-30.20	-151.98	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:26.630	WT901BLE68(F1918F1119D5)	0.541	-0.273	-0.781	-3.113	11.536	-1.770	-160.22	-31.46	-152.28	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:26.690	WT901BLE68(F1918F1119D5)	0.559	-0.266	-0.770	-2.686	12.939	-1.587	-160.37	-32.57	-152.53	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:26.810	WT901BLE68(F1918F1119D5)	0.579	-0.260	-0.759	-3.113	13.550	-1.953	-160.54	-33.84	-152.81	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:26.901	WT901BLE68(F1918F1119D5)	0.595	-0.254	-0.749	-2.563	12.390	-1.648	-160.68	-35.12	-153.10	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:27.022	WT901BLE68(F1918F1119D5)	0.610	-0.249	-0.739	-2.930	11.475	-2.075	-160.85	-36.25	-153.31	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:27.112	WT901BLE68(F1918F1119D5)	0.627	-0.242	-0.727	-2.563	11.780	-1.831	-160.97	-37.48	-153.58	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:27.231	WT901BLE68(F1918F1119D5)	0.647	-0.236	-0.711	-2.380	12.573	-1.709	-161.04	-38.96	-153.95	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:27.290	WT901BLE68(F1918F1119D5)	0.661	-0.230	-0.696	-2.136	9.583	-1.648	-161.16	-40.20	-154.21	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:27.411	WT901BLE68(F1918F1119D5)	0.677	-0.224	-0.685	-2.563	11.597	-2.136	-161.26	-41.41	-154.46	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:27.501	WT901BLE68(F1918F1119D5)	0.695	-0.217	-0.670	-2.380	10.620	-2.075	-161.37	-42.78	-154.74	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:27.621	WT901BLE68(F1918F1119D5)	0.708	-0.212	-0.657	-2.502	9.521	-2.319	-161.47	-43.96	-154.97	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:27.741	WT901BLE68(F1918F1119D5)	0.724	-0.206	-0.645	-2.502	10.742	-2.380	-161.63	-45.19	-155.15	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:27.831	WT901BLE68(F1918F1119D5)	0.738	-0.200	-0.629	-2.075	10.498	-2.014	-161.72	-46.42	-155.39	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:27.890	WT901BLE68(F1918F1119D5)	0.754	-0.192	-0.615	-2.197	11.658	-2.258	-161.82	-47.72	-155.61	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:28.070	WT901BLE68(F1918F1119D5)	0.765	-0.188	-0.601	-1.953	10.620	-2.014	-161.93	-48.82	-155.79	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:28.102	WT901BLE68(F1918F1119D5)	0.776	-0.182	-0.584	-2.258	12.939	-2.502	-162.03	-50.05	-155.98	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:28.221	WT901BLE68(F1918F1119D5)	0.797	-0.175	-0.564	-2.258	13.611	-2.563	-162.03	-51.49	-156.29	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:28.311	WT901BLE68(F1918F1119D5)	0.809	-0.169	-0.548	-2.014	7.446	-2.625	-162.10	-52.76	-156.51	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:28.431	WT901BLE68(F1918F1119D5)	0.819	-0.164	-0.533	-1.831	10.742	-2.258	-162.24	-53.89	-156.64	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:28.521	WT901BLE68(F1918F1119D5)	0.832	-0.156	-0.515	-2.075	13.916	-2.808	-162.26	-55.24	-156.90	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:28.642	WT901BLE68(F1918F1119D5)	0.846	-0.150	-0.496	-1.587	10.925	-2.136	-162.27	-56.66	-157.16	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:28.700	WT901BLE68(F1918F1119D5)	0.857	-0.145	-0.480	-2.014	11.353	-2.991	-162.37	-57.83	-157.32	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:50:28.856	WT901BLE68(F1918F1119D5)	0.870	-0.138	-0.464	-1.648	11.963	-2.441	-162.44	-59.08	-157.49	null	null	null	null	null	null	null	null	null	null	13115	100
