time	DeviceName	AccX(g)	AccY(g)	AccZ(g)	AsX(°/s)	AsY(°/s)	AsZ(°/s)	AngleX(°)	AngleY(°)	AngleZ(°)	HX(uT)	HY(uT)	HZ(uT)	Q0()	Q1()	Q2()	Q3()	Temperature(°C)	Height(m)	Pressure(kPa)	Version()	Battery level(%)
2026-06-17T17:45:42.443	WT901BLE68(F1918F1119D5)	0.448	0.787	-0.411	-3.662	19.531	-3.418	120.01	-25.78	-31.59	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:42.530	WT901BLE68(F1918F1119D5)	0.463	0.796	-0.380	-5.249	26.855	-5.493	118.21	-26.60	-28.88	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:42.659	WT901BLE68(F1918F1119D5)	0.470	0.805	-0.353	-5.249	25.452	-6.042	116.39	-27.28	-26.17	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:42.710	WT901BLE68(F1918F1119D5)	0.477	0.812	-0.322	-4.578	23.682	-5.920	114.49	-27.94	-23.27	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:42.829	WT901BLE68(F1918F1119D5)	0.485	0.821	-0.294	-3.601	20.508	-5.005	112.46	-28.50	-20.15	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:42.920	WT901BLE68(F1918F1119D5)	0.489	0.828	-0.270	-3.723	20.325	-5.920	110.65	-28.87	-17.37	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:43.041	WT901BLE68(F1918F1119D5)	0.491	0.835	-0.241	-3.967	27.771	-6.714	108.77	-29.14	-14.47	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:43.130	WT901BLE68(F1918F1119D5)	0.492	0.843	-0.214	-3.357	21.973	-6.470	106.97	-29.30	-11.68	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:43.250	WT901BLE68(F1918F1119D5)	0.493	0.850	-0.188	-3.235	28.992	-6.531	104.99	-29.40	-8.51	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:43.310	WT901BLE68(F1918F1119D5)	0.489	0.857	-0.163	-3.113	30.579	-7.263	103.19	-29.39	-5.61	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:43.461	WT901BLE68(F1918F1119D5)	0.483	0.865	-0.131	-2.686	25.330	-7.385	101.27	-29.31	-2.40	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:43.521	WT901BLE68(F1918F1119D5)	0.479	0.871	-0.107	-2.441	30.884	-7.385	99.47	-29.11	0.64	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:43.641	WT901BLE68(F1918F1119D5)	0.472	0.879	-0.081	-2.014	23.865	-7.874	97.73	-28.75	3.64	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:43.730	WT901BLE68(F1918F1119D5)	0.464	0.884	-0.056	-1.465	27.039	-6.775	95.98	-28.42	6.81	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:43.850	WT901BLE68(F1918F1119D5)	0.458	0.891	-0.036	-1.099	20.813	-6.958	94.45	-27.92	9.60	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:43.942	WT901BLE68(F1918F1119D5)	0.450	0.895	-0.014	-0.793	23.987	-6.897	92.95	-27.37	12.49	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:44.062	WT901BLE68(F1918F1119D5)	0.432	0.903	0.014	-0.610	34.790	-8.484	91.40	-26.69	15.57	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:44.121	WT901BLE68(F1918F1119D5)	0.419	0.908	0.035	-0.305	39.856	-7.996	90.08	-26.04	18.33	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:44.240	WT901BLE68(F1918F1119D5)	0.407	0.915	0.055	0.183	34.790	-8.545	88.65	-25.25	21.47	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:44.330	WT901BLE68(F1918F1119D5)	0.394	0.919	0.071	0.549	39.124	-8.911	87.45	-24.46	24.25	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:44.450	WT901BLE68(F1918F1119D5)	0.375	0.926	0.091	1.038	31.494	-7.996	86.29	-23.54	27.11	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:44.540	WT901BLE68(F1918F1119D5)	0.361	0.929	0.104	1.160	28.442	-7.141	85.30	-22.70	29.70	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:44.661	WT901BLE68(F1918F1119D5)	0.348	0.935	0.117	1.831	25.269	-7.751	84.28	-21.69	32.64	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:44.720	WT901BLE68(F1918F1119D5)	0.329	0.939	0.132	2.014	27.405	-7.141	83.35	-20.71	35.50	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:44.870	WT901BLE68(F1918F1119D5)	0.311	0.944	0.143	2.319	36.011	-7.324	82.59	-19.66	38.17	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:44.930	WT901BLE68(F1918F1119D5)	0.295	0.947	0.152	2.930	30.151	-7.629	81.95	-18.69	40.62	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:45.050	WT901BLE68(F1918F1119D5)	0.276	0.952	0.162	3.235	33.325	-7.507	81.32	-17.59	43.37	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:45.140	WT901BLE68(F1918F1119D5)	0.258	0.955	0.170	3.174	28.564	-6.470	80.77	-16.55	46.04	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:45.259	WT901BLE68(F1918F1119D5)	0.237	0.959	0.178	3.540	28.870	-6.348	80.30	-15.41	48.82	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:45.350	WT901BLE68(F1918F1119D5)	0.219	0.962	0.184	4.211	30.640	-6.592	79.96	-14.39	51.30	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:45.470	WT901BLE68(F1918F1119D5)	0.204	0.966	0.185	4.517	29.358	-6.409	79.73	-13.31	53.77	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:45.530	WT901BLE68(F1918F1119D5)	0.183	0.967	0.190	5.371	33.081	-6.775	79.50	-12.26	56.41	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:45.652	WT901BLE68(F1918F1119D5)	0.162	0.973	0.190	4.578	31.494	-5.127	79.40	-11.21	58.94	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:45.742	WT901BLE68(F1918F1119D5)	0.143	0.977	0.191	5.432	29.907	-5.554	79.33	-10.18	61.58	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:45.862	WT901BLE68(F1918F1119D5)	0.125	0.979	0.191	4.761	27.466	-4.395	79.38	-9.17	64.07	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:45.952	WT901BLE68(F1918F1119D5)	0.115	0.980	0.184	5.981	34.790	-4.944	79.49	-8.27	66.36	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:46.072	WT901BLE68(F1918F1119D5)	0.097	0.984	0.183	5.859	35.217	-4.395	79.64	-7.27	69.11	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:46.131	WT901BLE68(F1918F1119D5)	0.080	0.986	0.178	6.287	33.325	-4.272	79.85	-6.39	71.61	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:46.282	WT901BLE68(F1918F1119D5)	0.065	0.988	0.172	5.798	27.161	-3.540	80.13	-5.51	74.19	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:46.402	WT901BLE68(F1918F1119D5)	0.054	0.989	0.165	6.897	31.738	-3.723	80.47	-4.72	76.56	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:46.462	WT901BLE68(F1918F1119D5)	0.040	0.991	0.157	5.859	40.527	-2.686	80.86	-3.89	79.36	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:46.550	WT901BLE68(F1918F1119D5)	0.028	0.993	0.148	6.958	36.072	-2.808	81.29	-3.16	81.96	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:46.670	WT901BLE68(F1918F1119D5)	0.017	0.995	0.139	7.141	32.837	-2.502	81.79	-2.48	84.53	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:46.766	WT901BLE68(F1918F1119D5)	0.006	0.995	0.129	7.813	31.555	-2.319	82.34	-1.86	87.13	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:46.880	WT901BLE68(F1918F1119D5)	0.000	0.997	0.116	6.165	42.175	-1.343	82.89	-1.28	89.84	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:46.942	WT901BLE68(F1918F1119D5)	-0.010	0.998	0.104	7.813	34.119	-1.465	83.50	-0.78	92.42	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:47.065	WT901BLE68(F1918F1119D5)	-0.018	0.999	0.095	7.690	35.156	-1.038	84.16	-0.32	95.13	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:47.150	WT901BLE68(F1918F1119D5)	-0.026	1.000	0.079	5.371	22.522	-0.427	84.83	0.05	97.71	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:47.271	WT901BLE68(F1918F1119D5)	-0.028	1.000	0.066	4.517	15.503	-0.183	85.50	0.36	100.24	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:47.364	WT901BLE68(F1918F1119D5)	-0.032	1.000	0.054	5.859	21.484	0.000	86.20	0.62	103.05	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:47.480	WT901BLE68(F1918F1119D5)	-0.033	1.000	0.040	5.188	18.311	0.244	86.92	0.81	105.72	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:47.542	WT901BLE68(F1918F1119D5)	-0.034	1.000	0.025	5.859	22.278	0.671	87.65	0.92	108.24	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:47.689	WT901BLE68(F1918F1119D5)	-0.033	1.000	0.013	5.066	23.071	0.854	88.37	0.97	110.77	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:47.750	WT901BLE68(F1918F1119D5)	-0.025	1.000	-0.003	5.615	25.696	1.160	89.08	0.96	113.28	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:47.871	WT901BLE68(F1918F1119D5)	-0.027	1.001	-0.013	5.981	28.015	1.587	89.82	0.87	116.06	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:47.968	WT901BLE68(F1918F1119D5)	-0.023	1.001	-0.027	5.676	21.851	1.709	90.54	0.72	118.64	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:48.081	WT901BLE68(F1918F1119D5)	-0.019	1.000	-0.038	4.700	19.592	1.709	91.21	0.52	121.10	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:48.172	WT901BLE68(F1918F1119D5)	-0.015	0.999	-0.048	6.226	26.367	2.563	91.91	0.24	123.70	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:48.292	WT901BLE68(F1918F1119D5)	-0.010	0.999	-0.056	5.249	19.958	2.441	92.57	-0.10	126.43	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:48.350	WT901BLE68(F1918F1119D5)	-0.000	0.998	-0.068	5.737	24.048	3.052	93.19	-0.51	129.07	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:48.472	WT901BLE68(F1918F1119D5)	0.010	0.996	-0.080	3.845	18.555	2.258	93.75	-0.93	131.43	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:48.568	WT901BLE68(F1918F1119D5)	0.021	0.995	-0.091	5.676	25.940	3.723	94.34	-1.47	134.00	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:48.681	WT901BLE68(F1918F1119D5)	0.033	0.993	-0.098	5.676	25.513	4.211	94.84	-2.04	136.65	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:48.774	WT901BLE68(F1918F1119D5)	0.044	0.991	-0.106	5.127	23.071	4.150	95.32	-2.68	139.35	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:48.892	WT901BLE68(F1918F1119D5)	0.060	0.990	-0.115	4.089	18.982	3.601	95.75	-3.36	141.98	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:48.953	WT901BLE68(F1918F1119D5)	0.075	0.989	-0.122	4.700	20.813	4.456	96.15	-4.05	144.37	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:49.102	WT901BLE68(F1918F1119D5)	0.089	0.987	-0.126	4.150	20.264	4.333	96.47	-4.80	146.85	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:49.169	WT901BLE68(F1918F1119D5)	0.104	0.985	-0.129	3.601	22.156	4.150	96.74	-5.65	149.66	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:49.280	WT901BLE68(F1918F1119D5)	0.121	0.982	-0.134	3.418	17.151	4.272	96.94	-6.48	152.23	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:49.400	WT901BLE68(F1918F1119D5)	0.137	0.980	-0.135	3.662	22.278	5.127	97.11	-7.34	154.73	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:49.490	WT901BLE68(F1918F1119D5)	0.150	0.978	-0.135	3.113	19.165	4.761	97.20	-8.20	157.13	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:49.580	WT901BLE68(F1918F1119D5)	0.167	0.975	-0.132	3.723	19.287	6.226	97.21	-9.20	159.93	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:49.700	WT901BLE68(F1918F1119D5)	0.185	0.972	-0.131	2.502	17.578	4.639	97.16	-10.07	162.37	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:49.769	WT901BLE68(F1918F1119D5)	0.200	0.969	-0.128	2.563	20.630	5.554	97.03	-11.06	165.05	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:49.880	WT901BLE68(F1918F1119D5)	0.217	0.967	-0.124	2.441	23.254	5.737	96.86	-11.98	167.47	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:49.970	WT901BLE68(F1918F1119D5)	0.234	0.964	-0.117	2.197	24.292	6.104	96.59	-12.99	170.15	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:50.090	WT901BLE68(F1918F1119D5)	0.252	0.962	-0.110	1.831	20.691	5.676	96.21	-13.94	172.84	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:50.180	WT901BLE68(F1918F1119D5)	0.273	0.957	-0.098	2.319	32.288	8.606	95.75	-14.97	175.67	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:50.300	WT901BLE68(F1918F1119D5)	0.288	0.954	-0.088	1.709	26.550	8.240	95.25	-15.90	178.29	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:50.369	WT901BLE68(F1918F1119D5)	0.303	0.950	-0.075	1.221	27.893	8.179	94.61	-16.91	-178.84	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:50.480	WT901BLE68(F1918F1119D5)	0.320	0.947	-0.064	0.793	29.419	7.446	93.92	-17.78	-176.13	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:50.571	WT901BLE68(F1918F1119D5)	0.333	0.942	-0.047	0.366	24.475	7.202	93.06	-18.74	-173.07	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:50.690	WT901BLE68(F1918F1119D5)	0.349	0.939	-0.033	0.183	26.001	7.813	92.25	-19.58	-170.43	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:50.780	WT901BLE68(F1918F1119D5)	0.362	0.935	-0.018	-0.061	23.621	7.751	91.33	-20.43	-167.63	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:50.900	WT901BLE68(F1918F1119D5)	0.375	0.930	0.000	-0.610	32.288	8.179	90.34	-21.16	-164.85	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:50.990	WT901BLE68(F1918F1119D5)	0.386	0.925	0.021	-1.038	31.311	8.850	89.18	-21.93	-161.82	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:51.110	WT901BLE68(F1918F1119D5)	0.394	0.921	0.040	-1.282	24.780	8.301	88.00	-22.60	-158.92	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:51.170	WT901BLE68(F1918F1119D5)	0.405	0.917	0.060	-1.709	28.076	8.484	86.80	-23.24	-156.13	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:51.290	WT901BLE68(F1918F1119D5)	0.414	0.912	0.081	-1.831	25.269	7.568	85.53	-23.76	-153.26	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:51.380	WT901BLE68(F1918F1119D5)	0.421	0.905	0.105	-2.014	27.161	6.653	84.01	-24.25	-150.00	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:51.500	WT901BLE68(F1918F1119D5)	0.427	0.901	0.128	-2.502	23.376	7.324	82.57	-24.66	-147.03	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:51.590	WT901BLE68(F1918F1119D5)	0.428	0.895	0.154	-3.113	26.245	8.057	81.02	-25.02	-143.95	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:51.710	WT901BLE68(F1918F1119D5)	0.432	0.888	0.183	-3.723	29.236	8.301	79.52	-25.25	-141.03	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:51.771	WT901BLE68(F1918F1119D5)	0.437	0.882	0.205	-4.272	35.706	8.301	77.99	-25.42	-138.14	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:51.892	WT901BLE68(F1918F1119D5)	0.435	0.877	0.233	-5.188	37.170	9.094	76.23	-25.46	-134.86	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:51.980	WT901BLE68(F1918F1119D5)	0.434	0.869	0.260	-5.188	34.485	8.362	74.51	-25.44	-131.76	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:52.100	WT901BLE68(F1918F1119D5)	0.428	0.864	0.288	-5.249	28.931	7.690	72.80	-25.31	-128.70	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:52.190	WT901BLE68(F1918F1119D5)	0.421	0.858	0.316	-5.615	32.715	7.507	71.08	-25.08	-125.68	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:52.310	WT901BLE68(F1918F1119D5)	0.418	0.851	0.340	-6.042	33.142	7.202	69.32	-24.73	-122.61	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:52.402	WT901BLE68(F1918F1119D5)	0.409	0.843	0.369	-6.775	34.851	7.446	67.55	-24.25	-119.51	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:52.520	WT901BLE68(F1918F1119D5)	0.401	0.837	0.394	-7.019	33.875	7.019	65.88	-23.76	-116.68	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:52.580	WT901BLE68(F1918F1119D5)	0.388	0.830	0.422	-7.324	31.799	6.836	64.22	-23.16	-113.86	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:52.700	WT901BLE68(F1918F1119D5)	0.376	0.824	0.452	-7.507	40.588	6.348	62.53	-22.37	-110.92	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:52.822	WT901BLE68(F1918F1119D5)	0.359	0.814	0.474	-7.813	32.776	5.981	60.84	-21.54	-108.07	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:52.910	WT901BLE68(F1918F1119D5)	0.341	0.806	0.502	-8.057	33.447	5.676	59.23	-20.59	-105.31	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:53.000	WT901BLE68(F1918F1119D5)	0.327	0.799	0.523	-8.179	27.649	5.188	57.77	-19.70	-102.89	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:53.120	WT901BLE68(F1918F1119D5)	0.311	0.791	0.545	-8.057	29.114	4.639	56.28	-18.62	-100.33	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:53.180	WT901BLE68(F1918F1119D5)	0.279	0.779	0.580	-7.813	34.790	4.028	54.76	-17.36	-97.67	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:53.300	WT901BLE68(F1918F1119D5)	0.258	0.772	0.600	-7.324	29.480	3.357	53.41	-16.14	-95.32	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:53.390	WT901BLE68(F1918F1119D5)	0.235	0.763	0.621	-8.789	32.043	3.540	52.08	-14.82	-92.97	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:53.510	WT901BLE68(F1918F1119D5)	0.214	0.754	0.640	-8.911	32.776	3.174	50.84	-13.54	-91.37	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:53.601	WT901BLE68(F1918F1119D5)	0.179	0.747	0.665	-8.850	33.020	2.808	49.52	-11.88	-91.05	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:53.720	WT901BLE68(F1918F1119D5)	0.155	0.736	0.679	-7.996	32.837	2.075	48.38	-10.31	-91.01	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:53.810	WT901BLE68(F1918F1119D5)	0.126	0.726	0.693	-8.789	30.396	1.831	47.28	-8.73	-91.08	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:53.930	WT901BLE68(F1918F1119D5)	0.099	0.717	0.708	-8.789	29.480	1.526	46.25	-7.12	-91.22	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:53.990	WT901BLE68(F1918F1119D5)	0.068	0.707	0.721	-7.019	28.809	0.977	45.25	-5.37	-91.34	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:54.111	WT901BLE68(F1918F1119D5)	0.035	0.698	0.734	-8.728	26.306	0.732	44.32	-3.49	-91.43	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:54.201	WT901BLE68(F1918F1119D5)	0.000	0.688	0.745	-8.850	29.785	0.427	43.40	-1.59	-91.63	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:54.320	WT901BLE68(F1918F1119D5)	-0.029	0.677	0.753	-8.789	29.663	0.000	42.59	0.16	-92.10	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:54.410	WT901BLE68(F1918F1119D5)	-0.066	0.666	0.762	-8.057	25.330	-0.305	41.80	2.14	-92.52	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:54.530	WT901BLE68(F1918F1119D5)	-0.099	0.655	0.765	-9.155	28.687	-0.793	41.08	4.18	-92.98	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:54.590	WT901BLE68(F1918F1119D5)	-0.139	0.643	0.770	-9.338	28.137	-1.343	40.33	6.37	-93.50	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:54.711	WT901BLE68(F1918F1119D5)	-0.178	0.630	0.774	-9.155	28.687	-1.648	39.62	8.56	-94.21	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:54.802	WT901BLE68(F1918F1119D5)	-0.225	0.615	0.774	-7.202	23.010	-1.770	39.02	10.72	-95.15	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:54.921	WT901BLE68(F1918F1119D5)	-0.266	0.604	0.775	-9.033	29.419	-2.563	38.58	12.88	-96.25	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:55.011	WT901BLE68(F1918F1119D5)	-0.303	0.589	0.767	-9.460	30.579	-3.235	38.05	15.30	-97.43	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:55.130	WT901BLE68(F1918F1119D5)	-0.346	0.575	0.759	-9.705	29.114	-3.967	37.55	17.87	-98.85	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:55.221	WT901BLE68(F1918F1119D5)	-0.389	0.559	0.750	-9.033	30.701	-4.089	37.10	20.49	-100.72	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:55.341	WT901BLE68(F1918F1119D5)	-0.434	0.545	0.740	-8.850	31.128	-4.578	36.78	23.12	-103.01	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:55.431	WT901BLE68(F1918F1119D5)	-0.478	0.527	0.719	-10.864	35.095	-6.531	36.46	26.10	-105.64	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:55.520	WT901BLE68(F1918F1119D5)	-0.528	0.506	0.700	-11.292	33.936	-7.874	36.07	29.27	-108.81	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:55.610	WT901BLE68(F1918F1119D5)	-0.580	0.486	0.680	-6.775	28.137	-5.249	35.91	32.41	-112.38	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:55.730	WT901BLE68(F1918F1119D5)	-0.614	0.474	0.657	-5.920	27.588	-4.944	36.10	34.88	-116.38	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:55.820	WT901BLE68(F1918F1119D5)	-0.646	0.461	0.630	-4.700	23.682	-4.395	36.36	37.31	-120.47	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:55.941	WT901BLE68(F1918F1119D5)	-0.679	0.448	0.604	-4.517	22.156	-4.578	36.72	39.78	-124.54	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:56.001	WT901BLE68(F1918F1119D5)	-0.708	0.436	0.578	-3.662	22.888	-3.906	37.17	42.11	-128.59	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:56.120	WT901BLE68(F1918F1119D5)	-0.740	0.425	0.549	-4.089	24.353	-4.883	37.81	44.61	-132.37	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:56.210	WT901BLE68(F1918F1119D5)	-0.766	0.413	0.516	-2.930	23.010	-3.723	38.59	47.02	-136.06	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:56.331	WT901BLE68(F1918F1119D5)	-0.792	0.396	0.474	-3.540	22.522	-5.249	39.45	49.45	-139.59	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:56.420	WT901BLE68(F1918F1119D5)	-0.815	0.384	0.441	-3.113	20.691	-5.066	40.52	51.84	-142.86	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:56.542	WT901BLE68(F1918F1119D5)	-0.836	0.372	0.405	-3.052	24.414	-5.493	41.73	54.15	-145.93	null	null	null	null	null	null	null	null	null	null	13115	100
2026-06-17T17:45:56.631	WT901BLE68(F1918F1119D5)	-0.862	0.360	0.369	-2.563	20.264	-5.310	43.39	56.65	-148.41	null	null	null	null	null	null	null	null	null	null	13115	100
